,regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date,americanArea,condition_num
314,Nordrhein_Westfalen,250.0,central_heating,ONE_YEAR_FREE,,False,True,7,6.93,10.0,1350.0,,107299632,,gas,True,Nordrhein_Westfalen,False,,1100.0,23,96.0,Münster,mint_condition,sophisticated,no,Scharnhorststra&szlig;e,Scharnhorststraße,True,7,other,48151,3.5,,2.0,3.0,3,False,4,Münster,Pluggendorf,"Dieses Angebot richtet sich an Pärchen und Berufstätige! Diese freundliche, neuwertige Wohnung in der zweiten Etage zeichnet sich durch eine gehobene Innenausstattung aus und kann zum 01.10.2018 bezogen werden. Zu dem Objekt zählen dreieinhalb schöne Zimmer. Die letzte Modernisierung fand erst vor Kurzem, im Jahr 2017, statt. Über einen Fahrstuhl gelangen Sie bequem in die entsprechende Etage. Besonders hervorzuheben ist auch der Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Ihnen stehen außerdem eine moderne Einbauküche zur Verfügung.","2.OG, helle Räume mit großen Fenstern, hohe Decken moderne, großformatige Fließen in Wohnbereich, Küche, Bad und Flur drei große Zimmer mit ~20qm Abstellraum mit ~6qm Küche mit Glasschiebetür Bad mit Dusche Rolladen gehobene, moderne Ausstattung Kernsanierung in 2017 (neuer Elektrik Aufputz/neue Heizkörper/neue Türen/Anstrich/Bodenbelag etc.) Balkon ist von zwei der drei großen Zimmer begehbar",,,2017.0,90.76,0.1915,Sep18,1033.3344,6.0
315,Nordrhein_Westfalen,77.0,,,,False,True,2,5.69,,676.5,,111371743,,,False,Nordrhein_Westfalen,True,,522.5,546,55.0,Münster,first_time_use,,,Bredeheide 1 / Roxeler Str.,Bredeheide_1_/_Roxeler_Str.,True,4,,48161,2.0,,,,2,False,2,Münster,Roxel,In Münster-Roxel entstehen derzeit zwei Mehrfamilienhäuser mit je 12 Wohneinheiten auf 3 Etagen. Beide Objekte verfügen jeweils über einen Aufzug und Kellerräume zu jeder einzelnen Wohnung.,"Die Wohnungen bieten ein Schlafzimmer, ein Wohnzimmer mit Balkonzugang , ein Bad und einen Hauswirtschaftsraum. Zudem gehören zur Anlage 22 Garagen und 7 Stellplätze. Damit besteht die Möglichkeit, eine Garage (55 €/mtl.) bzw. einen Stellplatz (35 €/mtl.) anmieten zu können.",77.0,,,,,May19,592.0145,5.0
316,Nordrhein_Westfalen,320.0,floor_heating,,,False,True,4,,,1720.0,2013.0,84243784,1.0,district_heating,False,Nordrhein_Westfalen,True,8.0,1400.0,68,93.47,Münster,mint_condition,sophisticated,negotiable,Piusallee,Piusallee,True,7,ground_floor,48147,3.0,3.0,,2.0,3,False,4,Münster,Schlachthofviertel,"Die ca. 93 m² große 3-Zimmer-Wohnung, Wohnküche, 2 Schlafräume, Badezimmer, Gäste-WC, Abstellraum befindet sich im Erdgeschoss in einer modernen Stadtvilla, in der 6 Mietparteien bestehen. Unter der Stadtvilla befindet sich eine helle und großflächige Tiefgarage. Vom Keller aus erreichen Sie Ihre Wohnung barrierefrei durch den Personenaufzug.","Die großzügig geschnittene Wohnung erfüllt alle Anforderungen an stilvolles Wohnen auf höchstem Niveau. Ein großer und lichtdurchfluteter Wohn-Essbereich schließt direkt an die offene Küche und bietet eine angenehme Wohnatmosphäre. Von hier aus haben Sie den Zugang in die beiden Schlafräume sowie den Zugang zur Terrasse. Eine luxuriöse Ausstattung mit Eichenparkettboden, hochwertigen Fliesen, Fußbodenheizung und elektrisch betriebenen Rollläden wird Sie begeistern. Das luxuriöse Designbad inklusive Dusche und Badewanne ist mit einem Einbauwaschtisch, Auszugschubladen, Handtuchheizkörper und beleuchtetem Wandspiegel vollständig eingerichtet.",,,,,,Feb20,1006.101733,6.0
318,Nordrhein_Westfalen,330.0,oil_heating,ONE_YEAR_FREE,,False,True,0,4.74,40.0,1870.0,,113861434,1.0,,True,Nordrhein_Westfalen,False,,1540.0,40b,110.0,Münster,fully_renovated,luxury,,Scheffer Boichorststr.,Scheffer_Boichorststr.,False,8,apartment,48149,4.0,,2.0,2.0,4,True,5,Münster,Sentrup,"Top Dachgeschosswohnung in einem 4 Familienhaus, großer Balkon, mit dem Blick in den Garten, renoviert, Gartennutzung mit UG, 1540,- €, zzgl. 330,- € NK incl. HK, zzgl. Autostellplatz 60,- €, zzgl. Kaution",,,,2019.0,,,Oct19,1184.029,2.0
319,Nordrhein_Westfalen,60.0,,ONE_YEAR_FREE,,False,False,7,5.74,40.0,460.0,,111405066,,,False,Nordrhein_Westfalen,False,,400.0,,21.0,Münster,,,,no_information,,False,2,apartment,48143,1.0,,0.0,,1,False,1,Münster,Überwasser,"Diese WG-Zimmer befinden sich in einer 2-Zimmer-Wohnung im 1. Obergeschoss eines zentral gelegenen Mehrfamilienhauses. Das große Zimmer ist ca. 21 m² groß und bietet einen Balkon Zugang. Dieses wird für 400 € Monatsnettokaltmiete vermietet. Das kleine Zimmer bietet eine Wohnfläche von ca. 15 m² und wird für 370 € Monatsnettokaltmiete vermietet. Beide Zimmer befinden sich in einem gepflegten Zustand und sind mit einer eigenen Küchenzeile, einem Bettgestellt, einem Schrank sowie einem Tisch voll ausgestattet. Die WG wird komplett neu gegründet und bietet ferner ein weiß gefliestes Badezimmer sowie ein Waschmaschinenanschluss in der Wohnung. Der Energieausweis ist in Bearbeitung.",,,,,,,May19,226.0419,3.0
320,Nordrhein_Westfalen,160.0,central_heating,ONE_YEAR_FREE,,False,True,5,4.21,40.0,1100.0,2017.0,115092455,1.0,natural_gas_light,True,Nordrhein_Westfalen,False,9.0,860.0,,66.0,Münster,mint_condition,sophisticated,no,no_information,,True,6,ground_floor,48149,2.0,41.8,0.0,4.0,2,False,3,Münster,Schloßbezirk,"Die einzigartige Erdgeschosswohnung im neuen Quartier Sentruper Tor, punktet mit traumhaften bodentiefen Fenstern und einer einzigartigen Raumhöhe (ca. 3,50m). Diese seltene Altbaueigenschaft haben Sie in diesem exklusiven Neubau kombiniert. Durch den eigenen Eingang am Rande des Objekts wohnen Sie in einer Wohnanlage und haben trotzdem das einzigartige Gefühl eines Eigenheimes. Die bodentiefen Fenster in der ganzen Wohnung bringen viel Licht. Die großzügige offene Küche mit dem angrenzenden Wohn.- Essbereich  lädt zum Verweilen ein und über das Wohnzimmer und dem Schlafzimmer haben Sie den Zutritt auf eine jeweilige Terrasse, welche durch eine Sichtschutzbepflanzung Ihre Privatsphäre bewahrt. Ein Aufzug bringt Sie und Ihren Einkauf selbstverständlich von der Tiefgarage in das Erdgeschoss, natürlich können Sie auch über das Treppenhaus in das Erdgeschoss gelangen.","Die Wohnung ist mit hochwertigen Materialien ausgestattet. Durch den PVC- Plankenboden in Holzoptik (project- floors 055works) wird die Helligkeit der Räume unterstützt. Dieses Konzept wird auch im Bad fortgesetzt. Die Dusche ist bodengleich gefliest und hat eine Glasabtrennung. Die Wandflächen sind mit einer champagnerfarbenen Fliese ausgestattet. Durch weiße Sanitärobjekte, einen Handtuchwärmekörper, einen Kristallspiegel und verchromte Armaturen wird der exklusive und moderne abgerundet. Eine bauseits gestellte dreigleisige Gardinenschiene ermöglicht eine Verdunklung der großzügigen dreifachverglasten Fenster. Sowie elektronische außen Raffstore, welche über eine Fernbedienung gesteuert werden können. Die Einbauküche passt sich in seiner Funktionalität mit einem 4 Platten Induktionsherd, Backofen, Kühl.-Gefrierkombination, Spülmaschine für den täglichen Einsatz perfekt an. Die weißen Fronten und der hellgrauen Arbeitsplatte fügen sich elegant ins Bild ein.",80.0,A,2017.0,,,Feb20,710.4173999999999,6.0
321,Nordrhein_Westfalen,250.0,central_heating,ONE_YEAR_FREE,,False,True,15,5.75,40.0,1475.0,2016.0,113860372,1.0,gas,True,Nordrhein_Westfalen,True,9.0,1225.0,1,111.0,Münster,mint_condition,sophisticated,no,Hoher Heckenweg,Hoher_Heckenweg,True,7,penthouse,48147,3.0,60.0,2.0,2.0,3,True,5,Münster,Rumphorst,2017 fertiggestellter barrierefreier Neubau mit Tiefgarage in direkter Stadtrandlage am Pumpenhaus. 7 Minuten mit dem Rad zum Prinzipalmarkt. Großzügige und lichtdurchflutete 111m² Wohnung mit Südbalkon (Eckbalkon) mit Blick auf die Kirchtürme der Stadt.,"Wohnraum, Diele und Schlafzimmer mit Eichendielenparkett, Bad, Gäste WC u. der riesige Abstellraum mit Fliesen. Duschbad mit bodentiefer Dusche (auf Wunsch mit Glaskabine ohne Aufpreis). Bäder mit Spiegeln und Beleuchtung; elektrische Rolladen.",,B,2017.0,,,Oct19,1194.7929,6.0
322,Nordrhein_Westfalen,,,ONE_YEAR_FREE,,False,True,8,6.02,40.0,810.0,,107380227,,,True,Nordrhein_Westfalen,True,,560.0,156,74.0,Münster,,,,Hensenstra&szlig;e,Hensenstraße,True,4,ground_floor,48161,2.0,,,,2,False,3,Münster,Gievenbeck,"2-Zimmerwohnung mit großem Balkon und Einbauküche in Gievenbeck Die Wohnung eignet sich perfekt für Paare oder eine Einzelperson. Mit drin ist eine Einbauküche mit Ceranfeld. Die Küche sowie das Bad sind innenliegend, also ohne Fenster. Im Bad ist eine Badewanne. Durch die Lage am Fußweg ist es sehr ruhig. Auch von den Nachbarn bekommt man kaum was mit. Im Schlaf- und Wohnzimmer liegt Laminat. Der Rest der Wohnung ist gefliest. Viel Stauraum bietet der große Wandschrank im Flur. Das Highlight der Wohnung ist der große Balkon. Außerdem gibt es einen Keller sowie einen Tiefgaragenstellplatz, der in der Miete enthalten ist. In unmittelbarer Nähe befinden sich eine Vielzahl an Einkaufsmöglichkeiten. Die Haltestelle Gescherweg liegt mehr oder weniger direkt vor der Tür. In unter fünf Minuten erreicht man zudem einen sehr großen Park, in dem man im Sommer sehr gut Zeit verbringen kann. Da ich ab dem 1.10. meine neue Wohnung beziehe, bin ich auf der Suche nach einem Nachmieter spätestens zum 15.10. Der Vermieter wünscht sich eine Einzelperson oder ein Paar - also keine WG. Die Kaution beträgt 900 Euro. Derzeit sind die Nebenkosten sehr hoch angesetzt. Bisher haben in der Wohnung 2 Personen mit einem ziemlich hohen Wasserverbrauch gewohnt. Die letzten Male gab es aber auch immer eine recht hohe Rückzahlung :) Haustiere sind nicht erlaubt.",,,,,90.76,0.1915,Sep18,796.5286,3.0
323,Nordrhein_Westfalen,200.0,central_heating,ONE_YEAR_FREE,,False,True,2,4.63,40.0,1550.0,2012.0,112697780,1.0,natural_gas_light,False,Nordrhein_Westfalen,True,8.0,1350.0,159,115.0,Münster,mint_condition,sophisticated,negotiable,Kanalstra&szlig;e,Kanalstraße,False,7,maisonette,48147,4.0,57.0,1.0,2.0,4,False,5,Münster,Uppenberg,"Diese wunderschöne Maisonette liegt im ersten Obergeschoss eines im Jahr 2013 fertiggestellten 5-Familienhaus. Die Wohnfläche verteilt sich auf einen geräumigen Wohn-Essbereich mit offener Küche, ein (Gäste-)Schlafzimmer, ein Gästebad und eine Diele im 1. OG und einer offenen Galerie, einem weiteren Schlafzimmer mit angrenzendem Ankleidezimmer und einem Bad im Spitzboden. Das Tageslichtbad bietet nicht nur die Möglichkeit zu duschen, sondern auch ein entspannendes Bad zu nehmen. Die Galerie kann vielseitig genutzt werden, beispielsweise als Arbeitszimmer. Die Wendeltreppe, die beide Stockwerke verbindet, liegt zwischen dem Wohn-Essbereich und der offenen Küche und führt in die Galerie. Der 8 m² große Balkon bietet zusätzlichen Wohnkomfort. Zur Wohnung gehöhren ebenfalls ein Kellerraum, der ausreichend Stauraum bietet. Zudem ist ein Stellplatz vorhanden. Das Haus liegt in der Mitte der Kanalstraße, die zum Kreuzviertel Münsters gehört. In unmittelbarer Nähe liegt der Wienburgpark. Somit ist nicht nur das Zentrum mit den Einkaufsmöglichkeiten, sondern auch die Natur mit Erholungs- und Sportmöglichkeiten in der Umgebung. Im Kreuzviertel befinden sich außerdem Grund- und weiterführende Schulen, Kindertagesstätten und Spielplätze, sowie zahlreiche Ausgehmöglichkeiten und Restaurants. Die Küche kann von den aktuellen Mietern abgekauft werden.",,,,2012.0,,,Feb20,1237.8485,6.0
324,Nordrhein_Westfalen,80.0,central_heating,ONE_YEAR_FREE,,False,True,8,5.76,40.0,440.0,2011.0,94188056,,district_heating,True,Nordrhein_Westfalen,False,8.0,360.0,69,23.0,Münster,well_kept,sophisticated,no,Dieckmannstra&szlig;e,Dieckmannstraße,True,2,apartment,48161,1.0,53.4,4.0,5.0,1,False,1,Münster,Gievenbeck,"Die Philosophie von ""The Flag"" ist es, attraktiven Wohnraum für Studenten in modernen Gebäuden und mit kurzen Wegen zur Uni anzubieten. Die Nutzung natürlicher Ressourcen (Fernwärme) und der Einsatz von Dämmstoffen nach neuesten bauphysikalischen Erkenntnissen und Grundlagen (KfW-70 Standard) erhöhen die Wertigkeit und Nachhaltigkeit. Grünflächen im Außenbereich sowie PKW- und Fahrrad- Stellplätze ( inkl. Fahrradtiefgarage ) runden das Angebot ab.","Das Bad ist mit einer bodengleichen Dusche und einer Handtuchheizung ausgestattet. Die integrierte Küchenzeile verfügt über einen 4* Kühlschrank mit Gefrierfach, Ceran-Kochfeld, Dunstabzugshaube, Spülbecken sowie Hängeschrank. Die Wohnung hat Telefon-, Internet- und Kabelanschluss. Die Internet-Flatrate mit bis zu 11 Mbit (downstream) und Kabelfernsehen sind im Kaltmietpreis inbegriffen! !!!! Das Apartment wird unmöbliert vermietet !!!!",,,2011.0,,,May19,247.5697,0.0
326,Nordrhein_Westfalen,163.0,floor_heating,,,True,True,7,5.79,,1274.0,2018.0,105750912,1.0,gas,False,Nordrhein_Westfalen,True,9.0,1056.0,35 c,96.0,Münster,first_time_use,sophisticated,negotiable,Zum Erlenbusch,Zum_Erlenbusch,False,7,roof_storey,48167,4.0,,2.0,2.0,4,False,4,Münster,Angelmodde,"Der Erlenbusch ist im Hinterland erbaut worden und befindet sich in einer gewachsenen Struktur. Umringt von Einfamilienhäusern und kleineren Mehrfamilienhäusern, grenzt das Grundstück an die Gärten der Nachbarn. Es sind dort 2 Häuser mit je 10 Einheiten entstanden. Die Aufteilung der Wohnungen ist großzügig. Ein großes Wohnzimmer mit einer offenen Küche sorgt für viel Platz. Große Fenster mit elektrisch gesteuerten Rollläden runden das Bild ab. Die Wohnungen verfügen über Fußbodenheizung und sind komplett mit einem hochwertigen, schallschluckendem Vinylboden ausgestattet. (grau) Die Badezimmer sind modern gestaltet, ebenerdige Dusche, Waschtisch, WC und in dieser Wohnung zusätzlich auch mit einer Badewanne. Die Einheiten im Erdgeschoss und Dachgeschoss verfügen über eine Terrasse. Im Keller ist Platz für die Waschmaschine und auch die Fahrräder. Einen Kellerraum zur eigenen Nutzung steht zur Verfügung. Vor dem Haus befindet sich Stellplätze, die angemietet werden können. Informieren Sie sich per Mail! Ihre Ansprechpartnerin, Frau Simone Müsing, beantwortet Ihnen gern Ihre Fragen. Mail:  simone.muesing@vonovia.de Grundriss: WE 09 und 10 entsprechen dem Wohnungstyp und den genannten Konditionen. Am Tag der offenen Besichtigung sind alle Grundrisse für Sie zur Besichtigung frei. Kommen Sie vorbei folgender Termin stehen bereits fest: Offene Besichtigung jeden Freitag in der Zeit von 17-18 Uhr. Terminbuchungen zu einem anderen Zeitpunkt? Kein Problem! Rufnummer: 0234 414 7000 50 Wir freuen uns auf Sie!","Sehen Sie sich diesen Raum, wunderschöne hohe Decken, offen geschnitten! Eine traumhafte Wohnung. Ausgestattet mit: Fußbodenheizung, hochwertigem, hellem Vinylboden, (grau) Badezimmer mit Dusche und teilweise Badewanne, (weiß/grau) Einem Wohnzimmer mit offener Küche, Raufasertapete, weiß gestrichen, Türsprechanlage mit Audio.-Videoüberwachung, Elektrisch gesteuerte Rollläden, Stellplätze vor dem Haus können angemietet werden, Waschkeller, Fahrradkeller, Mieterkeller,",55.0,,,90.76,0.1915,Sep18,1033.3344,5.0
327,Nordrhein_Westfalen,240.0,floor_heating,ONE_YEAR_FREE,,False,True,8,4.4,40.0,1640.0,2014.0,115248649,1.0,pellet_heating,True,Nordrhein_Westfalen,True,8.0,1400.0,13a,107.0,Münster,mint_condition,sophisticated,negotiable,Mondstra&szlig;e,Mondstraße,True,7,apartment,48155,3.0,,1.0,2.0,3,False,5,Münster,Mauritz_Ost,"Sie wollen im Grünen wohnen und dennoch Zentral? In einer der bevorzugtesten Wohngegend Münsters, direkt neben dem Gourmetrestaurant Villa Medici liegt diese exklusive Etagenwohnung mit großem Balkon. Bushaltestelle direkt vor der Tür, 15 Minuten mit dem Fahrrad in die City Münsters. Die Wohnung überzeugt durch ihre helle und offene Bauweise. Großzügige Architektur, große Fensterfronten mit klarem Design in einer gehobenen Wohnanlage werden Sie begeistern. Der Wohn/Essbereich bietet ausreichend Platz für einen großen Esstisch für Sie und Ihre Freunde. Direkt angegliedert ist die große Sonnenterasse, in welchem Sie wunderschöne Abende mit Freunden verbringen können. Die Wohnung wird mit hochwertiger Designerküche vermietet, die jedem Hobbykoch das Herz höher schlagen lässt. Die Wohnung besticht durch ihr exklusives und modernes Ambiente. Von der Tiefgarage gelangen Sie direkt mit dem Aufzug zu Ihrer Wohnung, absolut barrierefrei und altengerecht. Das Highlight: Es stehen Ihnen neben einem separatem Kellerraum gleich 2 PKw Stellplätze in der Tiefgarage zur Verfügung. (je 70,-) Kontakt: Barbara Helms-Plange Tel. 0171-8235061","Fussbodenheizung, Balkon zur Südseite,  schöner Blick ins Grüne, Waschmaschinenanschluss im Bad, 2 PKW Stellplätze a 70 Euro, Aufzug von der Tiefgarage bis zur Wohnung, Palletheizung",,,2016.0,,,Feb20,1151.7373,6.0
328,Nordrhein_Westfalen,,,ONE_YEAR_FREE,,False,True,11,4.05,40.0,950.0,,113513141,,,True,Nordrhein_Westfalen,True,,750.0,,55.0,Münster,well_kept,,yes,no_information,,False,5,apartment,48147,2.0,,2.0,4.0,2,False,2,Münster,Schlachthofviertel,"Zwei Zimmer Wohnung im Kreuzviertel mit Balkon und Garagenplatz! 2 Zimmer (1 Schlafzimmer und 1 großes Wohnzimmer mit Einbauküche), dazu noch ein Flur, eine Abstellkammer und ein Bad. Parkettboden außer im Bad. Badezimmer wird ggf. vorher noch renoviert. Zweite Etage mit Balkon zum Garten/Innenhof. Kellerraum und Tiefgaragenplatz inklusive.",,,,,,,Oct19,592.0145,0.0
329,Nordrhein_Westfalen,90.0,electric_heating,ONE_YEAR_FREE,10.0,False,True,5,6.33,10.0,370.0,1979.0,106876587,,electricity,True,Nordrhein_Westfalen,False,3.0,280.0,6,28.0,Münster,modernized,sophisticated,no,Goldaper Str.,Goldaper_Str.,False,1,apartment,48161,1.0,,1.0,3.0,1,False,1,Münster,Roxel,Diese Wohnung befindet sich im Erdgeschoss in einem gepflegtem Mehrparteienhaus.,"Es erwartet Sie ein ca. 28 qm großes, gepflegtes Ein-Raum-Appartement. Der Bodenbelag im Eingangsbereich, Küchenbereich und auch im WC besteht aus einem Granitfußboden. Im Wohnraum ist ein Linoliumbelag verlegt. Hier kann der Mieter ggf. einen Teppichboden auslegen. Die Wände sind mit einem Rauhputz versehen und fix und fertig gestrichen. Das Badezimmer ist mit einem WC, Waschtisch sowie einer Dusche ausgestattet. Geheizt wird die Wohnung mit einer elektrisch gesteuerten Speicherheizung.",,,2015.0,90.76,0.1915,Sep18,301.3892,1.0
333,Nordrhein_Westfalen,204.0,,ONE_YEAR_FREE,,True,True,12,4.69,40.0,1287.0,2019.0,112211754,1.0,wood,False,Nordrhein_Westfalen,True,9.0,998.0,28,84.86,Münster,first_time_use,sophisticated,,Regina-Protmann-Stra&szlig;e,Regina-Protmann-Straße,True,6,ground_floor,48159,2.5,71.0,0.0,3.0,2,True,4,Münster,Kinderhaus_Ost,"- Verteilt auf vierzehn Gebäude mit drei- und viergeschossiger Bauweise - 161 hochwertige und barrierearme Wohnungen in vier Bauabschnitten - klar strukturierte Grundrisse - 2,5- bis 4,5-Raum-Wohnungen variieren zwischen ca. 55 und 102 m² - Sowohl Singles als auch Paare aller Altersgruppen sowie Familien sind angesprochen - Energieeffiziente Bauweise nach KfW 55-Standard - Tiefgaragen- und/oder Außenstellplätze stehen zur Verfügung Bezugsfertig zum 01.10.2019 Kontaktieren Sie uns auch über den Messenger auf Ihrem Smartphone. Schreiben Sie uns die Objekt-ID „110057-1-M“ in WhatsApp an 0151 7277 7077, in Telegram an VivawestWohnen oder in Threema an *VVWCHAT.",Moderne und Stilvolle Ausstattung mit: - stufenlosem Zugang zu allen Wohnungen und Kellern durch einen Aufzug im Haus - hochwertigem Echtholzparkettfußboden in allen Wohn- und Schlafräumen - weiß gestrichenen Raufasertapeten in allen Räumen - großzügigen Terrassen- oder Balkonflächen - dreifach isolierverglasten Fenster - elektrischen Rollläden an allen Fensterflächen in der gesamten Wohnung - Videogegensprechanlage - überwiegend bodentiefen Fenster - regulierbarer Fußbodenheizung in allen Räumen - hochwertiger Sanitärausstattung mit ebenerdiger Dusche und/oder Badewanne - Waschmaschinenanschluss in jeder Wohnung - Separatem Kellerbereich,85.0,B,,,,Oct19,913.424554,5.0
